id,name,dish,qty,price,total,date,city
7229,Samiha Ben,Neer Dosa,4,464.49,1857.96,2025-02-04,Thiruvananthapuram
7230,Nitara Gera,Uttapam,3,302.44,907.32,2025-06-18,Thiruvananthapuram
7231,Ivan Bajaj,Rasam Rice,1,326.82,326.82,2025-02-26,Trichy
7232,Zain Chanda,Upma,1,73.91,73.91,2025-04-08,Vijayawada
7233,Zara Saraf,Neer Dosa,2,365.29,730.58,2025-04-02,Mysuru
7234,Trisha Vasa,Medu Vada,2,61.92,123.84,2024-09-18,Thiruvananthapuram
7235,Yuvaan Sen,Rava Dosa,2,335.21,670.42,2025-06-10,Bengaluru
7236,Piya Andra,Neer Dosa,2,195.01,390.02,2024-12-13,Thiruvananthapuram
7237,Suhana Sen,Medu Vada,1,156.91,156.91,2025-06-18,Trichy
7238,Priyansh Sem,Rava Dosa,1,399.33,399.33,2025-05-09,Thiruvananthapuram
7239,Shamik Varghese,Dosa,4,455.17,1820.68,2025-06-28,Hyderabad
7240,Lakshay Mangat,Curd Rice,4,61.08,244.32,2025-03-09,Mysuru
7241,Ahana  Johal,Sambar Rice,1,251.85,251.85,2025-02-09,Chennai
7242,Neysa Madan,Dosa,4,189.72,758.88,2024-11-01,Thiruvananthapuram
7243,Raghav Kapoor,Uttapam,4,255.51,1022.04,2024-12-20,Mysuru
7244,Neysa Sura,Pongal,1,251.18,251.18,2024-11-26,Chennai
7245,Ishita Sanghvi,Curd Rice,2,224.75,449.5,2024-10-07,Trichy
7246,Manjari Aggarwal,Rava Dosa,1,145.07,145.07,2025-07-18,Trichy
7247,Onkar Thaker,Upma,3,161.84,485.52,2025-03-31,Vijayawada
7248,Taimur Sami,Vada,3,414.27,1242.81,2025-06-16,Thiruvananthapuram
7249,Riaan Gaba,Idli,5,270.06,1350.3,2025-05-22,Trichy
7250,Himmat Sathe,Bisibele Bath,3,192.0,576.0,2025-03-08,Trichy
7251,Lavanya Hora,Idli,2,207.81,415.62,2025-06-22,Thiruvananthapuram
7252,Pihu Jain,Pongal,1,137.21,137.21,2025-03-12,Thiruvananthapuram
7253,Dhanush Madan,Rasam Rice,4,302.35,1209.4,2024-09-24,Trichy
7254,Aarush Tata,Medu Vada,5,180.16,900.8,2024-09-09,Trichy
7255,Pihu Deep,Rasam Rice,3,51.74,155.22,2025-04-02,Trichy
7256,Indrans Arora,Curd Rice,2,54.84,109.68,2025-04-18,Trichy
7257,Riya Kadakia,Medu Vada,5,100.76,503.8,2025-01-15,Mysuru
7258,Uthkarsh Kashyap,Pongal,4,125.48,501.92,2025-07-09,Trichy
7259,Fateh Khalsa,Neer Dosa,5,170.13,850.65,2025-04-29,Vijayawada
7260,Advik Chaudhry,Medu Vada,1,166.06,166.06,2025-01-30,Trichy
7261,Azad Bhagat,Rava Dosa,4,201.12,804.48,2024-10-16,Thiruvananthapuram
7262,Yasmin Bala,Upma,3,419.7,1259.1,2025-03-07,Trichy
7263,Ahana  Ramanathan,Curd Rice,5,62.16,310.8,2025-06-22,Trichy
7264,Eshani Devi,Uttapam,5,285.41,1427.05,2025-05-29,Hyderabad
7265,Neelofar Chad,Curd Rice,2,192.37,384.74,2025-04-06,Coimbatore
7266,Hrishita Ahuja,Neer Dosa,1,345.83,345.83,2025-07-11,Coimbatore
7267,Raghav Dara,Curd Rice,2,137.7,275.4,2024-12-29,Thiruvananthapuram
7268,Veer Sidhu,Sambar Rice,2,299.31,598.62,2025-06-14,Thiruvananthapuram
7269,Eshani Venkatesh,Uttapam,2,225.14,450.28,2025-04-04,Bengaluru
7270,Ishaan Varghese,Medu Vada,2,71.84,143.68,2025-02-10,Thiruvananthapuram
7271,Aarush Dutta,Dosa,5,302.55,1512.75,2024-10-10,Chennai
7272,Riaan Suri,Medu Vada,5,240.59,1202.95,2024-10-12,Trichy
7273,Madhav Soni,Bisibele Bath,3,499.62,1498.86,2024-09-03,Coimbatore
7274,Krish Bhavsar,Vada,2,335.47,670.94,2024-09-20,Hyderabad
7275,Anika Atwal,Upma,2,392.78,785.56,2025-05-22,Bengaluru
7276,Samiha Keer,Neer Dosa,2,264.17,528.34,2025-02-02,Chennai
7277,Aayush Sandhu,Curd Rice,3,477.35,1432.05,2024-12-26,Vijayawada
7278,Krish Majumdar,Idli,5,383.53,1917.65,2025-06-26,Vijayawada
7279,Aaryahi Dave,Rava Dosa,1,406.01,406.01,2025-04-21,Mysuru
7280,Arnav Sur,Neer Dosa,5,401.44,2007.2,2025-03-23,Trichy
7281,Divyansh Dhar,Medu Vada,2,116.36,232.72,2025-01-23,Mysuru
7282,Hridaan Saran,Idli,2,264.22,528.44,2025-04-06,Chennai
7283,Lakshay Badami,Uttapam,1,309.98,309.98,2024-11-05,Bengaluru
7284,Indrans Swaminathan,Bisibele Bath,2,195.7,391.4,2025-03-12,Coimbatore
7285,Zoya Bumb,Pongal,2,435.94,871.88,2024-12-13,Thiruvananthapuram
7286,Arhaan Dave,Idli,4,374.76,1499.04,2025-06-14,Hyderabad
7287,Aarav Balan,Sambar Rice,4,157.02,628.08,2025-01-12,Vijayawada
7288,Chirag Suresh,Rasam Rice,2,232.77,465.54,2024-09-14,Thiruvananthapuram
7289,Vanya Agate,Dosa,1,442.48,442.48,2025-01-23,Trichy
7290,Anahita Anand,Pongal,2,399.84,799.68,2024-09-20,Coimbatore
7291,Rania Sha,Bisibele Bath,3,111.94,335.82,2025-04-15,Trichy
7292,Ahana  Ghose,Rasam Rice,5,276.94,1384.7,2024-11-08,Mysuru
7293,Urvi Chaudry,Pesarattu,2,167.62,335.24,2025-07-11,Vijayawada
7294,Vardaniya Hegde,Upma,5,325.02,1625.1,2024-12-04,Coimbatore
7295,Navya Kara,Curd Rice,5,406.9,2034.5,2025-05-09,Vijayawada
7296,Hridaan Chand,Sambar Rice,3,304.96,914.88,2025-04-18,Mysuru
7297,Baiju Wason,Sambar Rice,2,460.9,921.8,2025-02-21,Hyderabad
7298,Vidur Lalla,Rava Dosa,2,75.53,151.06,2024-08-20,Bengaluru
7299,Indranil Chakraborty,Sambar Rice,3,437.06,1311.18,2024-09-25,Chennai
7300,Misha Bir,Bisibele Bath,2,364.74,729.48,2025-06-24,Thiruvananthapuram
7301,Rati Rajagopal,Sambar Rice,2,323.58,647.16,2025-08-03,Hyderabad
7302,Kanav Suri,Neer Dosa,5,361.57,1807.85,2025-05-28,Vijayawada
7303,Gatik Barad,Uttapam,5,297.64,1488.2,2025-07-25,Mysuru
7304,Siya Tandon,Dosa,2,69.16,138.32,2025-08-01,Thiruvananthapuram
7305,Yashvi Loyal,Neer Dosa,3,171.73,515.19,2025-06-12,Hyderabad
7306,Purab Ratti,Neer Dosa,1,52.48,52.48,2024-12-19,Mysuru
7307,Anaya Gara,Idli,5,429.73,2148.65,2025-07-13,Coimbatore
7308,Jiya Dyal,Dosa,2,478.55,957.1,2024-10-28,Vijayawada
7309,Shlok Ganesan,Sambar Rice,2,324.47,648.94,2024-12-14,Thiruvananthapuram
7310,Fateh Dasgupta,Medu Vada,4,132.4,529.6,2025-03-26,Hyderabad
7311,Aarush Chopra,Uttapam,1,56.3,56.3,2025-01-03,Thiruvananthapuram
7312,Stuvan Garde,Rasam Rice,4,221.73,886.92,2025-03-07,Bengaluru
7313,Kartik Samra,Sambar Rice,3,262.76,788.28,2025-04-07,Thiruvananthapuram
7314,Ryan Sarraf,Upma,3,156.01,468.03,2025-04-10,Vijayawada
7315,Raunak Rana,Bisibele Bath,3,108.37,325.11,2025-04-10,Trichy
7316,Nitara Ghose,Uttapam,2,483.54,967.08,2024-11-03,Mysuru
7317,Yuvraj  Chauhan,Bisibele Bath,3,263.68,791.04,2024-10-20,Bengaluru
7318,Ivan Walla,Curd Rice,1,487.07,487.07,2024-10-26,Bengaluru
7319,Veer Bath,Idli,4,168.08,672.32,2024-11-19,Hyderabad
7320,Urvi Gara,Pongal,1,115.6,115.6,2025-06-17,Coimbatore
7321,Keya Saraf,Vada,3,483.38,1450.14,2025-03-12,Thiruvananthapuram
7322,Aaryahi Varty,Medu Vada,1,94.57,94.57,2025-02-27,Chennai
7323,Aayush Jha,Neer Dosa,2,77.86,155.72,2025-05-17,Thiruvananthapuram
7324,Myra Cheema,Curd Rice,2,100.38,200.76,2025-02-04,Trichy
7325,Indranil Suresh,Medu Vada,3,202.22,606.66,2025-04-05,Vijayawada
7326,Siya Bath,Sambar Rice,2,441.16,882.32,2024-11-17,Bengaluru
7327,Renee Hora,Pongal,5,221.43,1107.15,2024-08-13,Mysuru
7328,Saira Mane,Rava Dosa,1,327.74,327.74,2024-09-25,Coimbatore
7329,Baiju Thakur,Curd Rice,5,92.15,460.75,2024-12-26,Thiruvananthapuram
7330,Zain Dave,Rava Dosa,4,108.4,433.6,2025-07-16,Trichy
7331,Shanaya Gade,Medu Vada,2,355.99,711.98,2025-04-18,Trichy
7332,Rasha Bora,Vada,1,317.32,317.32,2025-07-02,Thiruvananthapuram
7333,Nirvaan Sengupta,Pongal,1,101.99,101.99,2024-09-12,Vijayawada
7334,Hrishita Chatterjee,Curd Rice,5,445.41,2227.05,2025-06-08,Vijayawada
7335,Sahil Dara,Uttapam,1,303.89,303.89,2024-09-16,Trichy
7336,Sumer Kaur,Uttapam,3,173.95,521.85,2024-12-21,Vijayawada
7337,Rohan Reddy,Rava Dosa,5,377.89,1889.45,2025-07-12,Thiruvananthapuram
7338,Mohanlal Loyal,Upma,5,184.76,923.8,2025-03-28,Hyderabad
7339,Yuvraj  Bath,Vada,3,392.92,1178.76,2025-04-11,Mysuru
7340,Zain Edwin,Bisibele Bath,2,82.6,165.2,2025-01-11,Chennai
7341,Ritvik Randhawa,Idli,1,336.39,336.39,2024-12-22,Chennai
7342,Darshit Chauhan,Uttapam,3,381.73,1145.19,2025-06-15,Coimbatore
7343,Vritika Krishna,Pesarattu,4,313.35,1253.4,2024-12-14,Mysuru
7344,Adah Chowdhury,Uttapam,1,76.28,76.28,2025-02-07,Coimbatore
7345,Nayantara Sama,Medu Vada,1,496.52,496.52,2025-04-11,Vijayawada
7346,Himmat Vohra,Medu Vada,3,82.04,246.12,2025-05-25,Mysuru
7347,Riaan Buch,Medu Vada,1,99.5,99.5,2024-12-16,Mysuru
7348,Riya Hayer,Rasam Rice,3,316.76,950.28,2025-01-31,Thiruvananthapuram
7349,Myra Banik,Upma,3,367.74,1103.22,2024-11-19,Vijayawada
7350,Zaina Randhawa,Vada,2,211.61,423.22,2025-01-06,Chennai
7351,Anaya Iyer,Upma,1,152.52,152.52,2024-08-20,Bengaluru
7352,Veer Datta,Rasam Rice,2,392.55,785.1,2025-01-03,Thiruvananthapuram
7353,Zaina Wagle,Curd Rice,4,368.39,1473.56,2025-08-08,Thiruvananthapuram
7354,Purab Dhaliwal,Dosa,1,104.9,104.9,2024-12-28,Mysuru
7355,Kabir Deol,Neer Dosa,1,189.7,189.7,2025-06-14,Hyderabad
7356,Jayan Mammen,Pongal,5,72.55,362.75,2025-03-09,Mysuru
7357,Eva Dani,Curd Rice,3,295.3,885.9,2025-06-25,Bengaluru
7358,Bhavin Dora,Idli,5,78.5,392.5,2025-07-16,Trichy
7359,Navya Talwar,Medu Vada,3,169.33,507.99,2024-08-27,Chennai
7360,Jivika Mangat,Sambar Rice,3,365.12,1095.36,2025-01-11,Trichy
7361,Indrajit Anne,Upma,5,75.01,375.05,2024-11-27,Vijayawada
7362,Khushi Dugal,Rava Dosa,2,117.21,234.42,2024-09-19,Coimbatore
7363,Nishith Swamy,Idli,2,121.57,243.14,2025-01-09,Thiruvananthapuram
7364,Biju Raval,Uttapam,5,121.94,609.7,2025-05-01,Trichy
7365,Kismat Sant,Pesarattu,2,475.59,951.18,2024-09-20,Trichy
7366,Jivin Yogi,Uttapam,1,94.92,94.92,2025-03-18,Hyderabad
7367,Neysa Dass,Pesarattu,4,303.2,1212.8,2024-08-23,Thiruvananthapuram
7368,Aradhya Seth,Pesarattu,4,283.37,1133.48,2025-01-04,Mysuru
7369,Darshit Thakkar,Pesarattu,1,293.06,293.06,2024-09-21,Mysuru
7370,Tanya Subramanian,Uttapam,5,395.87,1979.35,2024-09-16,Vijayawada
7371,Madhav Dalal,Bisibele Bath,5,51.37,256.85,2025-06-17,Thiruvananthapuram
7372,Amira Tak,Rasam Rice,1,385.57,385.57,2025-07-10,Trichy
7373,Hridaan Venkatesh,Pongal,1,65.65,65.65,2024-08-22,Bengaluru
7374,Bhavin Char,Rava Dosa,2,99.13,198.26,2024-12-08,Mysuru
7375,Emir Kant,Curd Rice,3,418.38,1255.14,2024-09-05,Coimbatore
7376,Neysa Kaur,Upma,3,200.13,600.39,2025-02-01,Thiruvananthapuram
7377,Eva Arora,Upma,5,228.58,1142.9,2025-02-24,Trichy
7378,Riaan Behl,Uttapam,3,348.93,1046.79,2025-03-02,Bengaluru
7379,Saira Handa,Vada,2,401.0,802.0,2025-01-07,Chennai
7380,Kabir Sankar,Uttapam,2,257.28,514.56,2025-02-05,Coimbatore
7381,Aayush Kala,Uttapam,4,159.76,639.04,2024-10-02,Hyderabad
7382,Nakul Raja,Uttapam,5,462.19,2310.95,2024-10-28,Trichy
7383,Yakshit Baria,Curd Rice,5,258.15,1290.75,2024-10-30,Trichy
7384,Saanvi Bawa,Pongal,4,239.84,959.36,2025-03-11,Trichy
7385,Navya Saraf,Medu Vada,2,202.26,404.52,2025-04-27,Coimbatore
7386,Jayant Chacko,Sambar Rice,1,192.47,192.47,2024-10-28,Trichy
7387,Jhanvi Mahajan,Sambar Rice,2,168.24,336.48,2024-12-26,Hyderabad
7388,Aaryahi Madan,Medu Vada,2,450.16,900.32,2025-03-06,Thiruvananthapuram
7389,Himmat Varghese,Rava Dosa,4,461.88,1847.52,2025-05-16,Trichy
7390,Sana Ray,Curd Rice,2,321.35,642.7,2024-10-09,Chennai
7391,Diya Rajagopal,Vada,1,320.93,320.93,2025-07-24,Bengaluru
7392,Advika Mann,Curd Rice,3,221.25,663.75,2025-07-27,Chennai
7393,Lagan Korpal,Medu Vada,2,95.24,190.48,2025-03-16,Hyderabad
7394,Zaina Rege,Curd Rice,5,466.56,2332.8,2025-05-21,Coimbatore
7395,Raghav Sharma,Uttapam,2,437.57,875.14,2025-04-08,Coimbatore
7396,Saanvi Dixit,Idli,4,219.43,877.72,2024-09-09,Coimbatore
7397,Indrajit Kannan,Neer Dosa,3,370.46,1111.38,2025-06-07,Coimbatore
7398,Tushar Bhattacharyya,Rava Dosa,4,383.38,1533.52,2025-08-04,Trichy
7399,Vivaan Sant,Pongal,2,379.87,759.74,2024-09-01,Thiruvananthapuram
7400,Ishita Edwin,Bisibele Bath,3,177.67,533.01,2025-04-19,Coimbatore
7401,Trisha Borra,Sambar Rice,3,61.44,184.32,2025-07-21,Trichy
7402,Riya Rama,Rasam Rice,1,111.99,111.99,2025-07-31,Bengaluru
7403,Nakul Sanghvi,Rava Dosa,2,279.85,559.7,2025-07-12,Bengaluru
7404,Fateh Kanda,Sambar Rice,4,447.71,1790.84,2024-08-29,Chennai
7405,Uthkarsh Gala,Dosa,5,473.68,2368.4,2024-08-18,Trichy
7406,Alia Sule,Uttapam,2,254.69,509.38,2025-06-07,Coimbatore
7407,Aayush Wagle,Sambar Rice,3,454.74,1364.22,2024-12-08,Mysuru
7408,Shayak Chada,Neer Dosa,5,145.49,727.45,2024-10-30,Trichy
7409,Vanya Sachdev,Curd Rice,3,227.74,683.22,2024-10-21,Trichy
7410,Anahita Saini,Medu Vada,1,121.84,121.84,2025-04-15,Hyderabad
7411,Zeeshan Sane,Vada,3,477.01,1431.03,2025-07-30,Mysuru
7412,Adira Saha,Vada,2,214.43,428.86,2025-01-03,Mysuru
7413,Jayant Khurana,Sambar Rice,3,165.95,497.85,2025-05-15,Trichy
7414,Darshit Kashyap,Vada,3,218.49,655.47,2025-07-13,Coimbatore
7415,Ranbir Bava,Pesarattu,5,50.38,251.9,2025-07-02,Hyderabad
7416,Shlok Tiwari,Uttapam,4,70.53,282.12,2025-04-04,Trichy
7417,Siya Chaudhary,Vada,4,495.3,1981.2,2024-11-08,Trichy
7418,Ivana Taneja,Bisibele Bath,2,151.34,302.68,2025-07-10,Thiruvananthapuram
7419,Darshit Mann,Idli,5,183.41,917.05,2025-05-24,Chennai
7420,Sara Toor,Pongal,1,271.18,271.18,2024-11-19,Trichy
7421,Rati Grover,Idli,2,115.01,230.02,2024-09-29,Trichy
7422,Ryan Doshi,Bisibele Bath,4,225.61,902.44,2024-12-18,Coimbatore
7423,Madhav Borra,Neer Dosa,4,272.79,1091.16,2025-02-26,Bengaluru
7424,Shlok Vig,Neer Dosa,5,255.69,1278.45,2024-09-26,Hyderabad
7425,Renee Swamy,Sambar Rice,5,230.17,1150.85,2024-09-25,Thiruvananthapuram
7426,Miraan Dani,Curd Rice,3,376.41,1129.23,2025-03-10,Mysuru
7427,Chirag Rege,Dosa,1,88.3,88.3,2024-12-08,Hyderabad
7428,Sana Comar,Sambar Rice,3,195.66,586.98,2024-09-27,Trichy
7429,Nehmat Char,Curd Rice,5,293.49,1467.45,2025-05-21,Hyderabad
7430,Miraya Dash,Idli,4,189.17,756.68,2024-10-08,Coimbatore
7431,Elakshi Srivastava,Uttapam,2,215.87,431.74,2024-09-03,Chennai
7432,Manikya Rana,Upma,3,86.39,259.17,2024-08-23,Mysuru
7433,Inaaya  Saha,Bisibele Bath,2,190.23,380.46,2024-10-31,Thiruvananthapuram
7434,Rania Borah,Pesarattu,5,361.19,1805.95,2025-05-08,Coimbatore
7435,Ela Bhasin,Upma,1,234.79,234.79,2025-04-06,Thiruvananthapuram
7436,Kismat Karnik,Uttapam,2,367.56,735.12,2025-06-28,Trichy
7437,Keya Dyal,Dosa,2,105.12,210.24,2025-04-22,Hyderabad
7438,Miraan Rama,Upma,3,145.46,436.38,2024-09-21,Mysuru
7439,Yakshit Gala,Idli,3,263.24,789.72,2024-09-06,Thiruvananthapuram
7440,Ranbir Cherian,Curd Rice,4,306.02,1224.08,2025-04-26,Chennai
7441,Sara Kibe,Pongal,3,108.28,324.84,2025-06-14,Chennai
7442,Kiara Virk,Pongal,1,359.55,359.55,2024-12-13,Hyderabad
7443,Taimur Badal,Sambar Rice,4,278.81,1115.24,2024-12-28,Chennai
7444,Hazel Batta,Pesarattu,5,234.45,1172.25,2024-11-17,Trichy
7445,Nirvi Majumdar,Bisibele Bath,2,58.78,117.56,2024-09-29,Chennai
7446,Ehsaan Keer,Idli,2,464.28,928.56,2025-05-25,Trichy
7447,Madhup Chokshi,Pongal,4,176.05,704.2,2025-02-08,Bengaluru
7448,Riaan Chhabra,Pongal,5,65.17,325.85,2025-03-05,Hyderabad
7449,Dhruv Anne,Pongal,4,104.11,416.44,2025-07-13,Hyderabad
7450,Devansh Yogi,Medu Vada,1,385.4,385.4,2025-01-07,Bengaluru
7451,Biju Ranganathan,Curd Rice,5,57.33,286.65,2025-07-09,Hyderabad
7452,Khushi Kuruvilla,Pongal,3,98.68,296.04,2024-11-29,Mysuru
7453,Tanya Joshi,Sambar Rice,1,307.57,307.57,2024-09-22,Mysuru
7454,Eva Solanki,Upma,3,127.9,383.7,2024-08-31,Vijayawada
7455,Ishaan Sant,Pesarattu,1,112.04,112.04,2024-11-05,Coimbatore
7456,Aarna Kant,Pongal,4,421.28,1685.12,2024-12-17,Coimbatore
7457,Pihu Yadav,Dosa,3,406.18,1218.54,2024-11-08,Bengaluru
7458,Urvi Krish,Medu Vada,4,149.18,596.72,2025-06-13,Mysuru
7459,Shaan Gour,Bisibele Bath,4,482.15,1928.6,2024-09-30,Vijayawada
7460,Jiya Thaker,Sambar Rice,1,287.59,287.59,2025-06-17,Mysuru
7461,Siya Ahuja,Medu Vada,5,349.8,1749.0,2025-07-04,Mysuru
7462,Jivin Sanghvi,Pongal,4,144.57,578.28,2025-03-31,Thiruvananthapuram
7463,Saksham Dass,Vada,4,188.65,754.6,2025-03-18,Trichy
7464,Shlok Bava,Neer Dosa,2,242.89,485.78,2025-07-25,Hyderabad
7465,Ritvik Saxena,Vada,3,299.67,899.01,2024-08-22,Bengaluru
7466,Rati Sandal,Pongal,4,164.66,658.64,2025-04-20,Mysuru
7467,Vritika Mahal,Curd Rice,5,288.8,1444.0,2024-12-02,Vijayawada
7468,Pranay Tailor,Neer Dosa,3,487.34,1462.02,2024-09-01,Thiruvananthapuram
7469,Renee Halder,Vada,2,187.36,374.72,2025-01-18,Bengaluru
7470,Elakshi Sandhu,Rasam Rice,3,354.44,1063.32,2024-10-20,Chennai
7471,Tushar Cherian,Idli,5,51.71,258.55,2025-01-29,Trichy
7472,Stuvan Sarin,Uttapam,5,86.54,432.7,2025-05-15,Vijayawada
7473,Akarsh Raju,Sambar Rice,5,381.62,1908.1,2025-06-28,Thiruvananthapuram
7474,Zeeshan Bala,Curd Rice,5,215.75,1078.75,2025-05-03,Bengaluru
7475,Manjari Chaudhuri,Idli,3,370.27,1110.81,2025-04-26,Coimbatore
7476,Dhruv Bains,Upma,5,213.12,1065.6,2024-09-13,Chennai
7477,Yashvi Gour,Neer Dosa,5,195.58,977.9,2025-01-25,Hyderabad
7478,Aarush Arya,Rasam Rice,4,341.12,1364.48,2025-05-31,Vijayawada
7479,Rania Loke,Rava Dosa,5,243.55,1217.75,2024-12-13,Bengaluru
7480,Hrishita Ratti,Rava Dosa,4,81.45,325.8,2024-09-09,Hyderabad
7481,Mehul Char,Rava Dosa,2,259.85,519.7,2024-10-14,Vijayawada
7482,Misha Chadha,Pongal,4,201.36,805.44,2024-08-17,Hyderabad
7483,Nirvaan Uppal,Bisibele Bath,1,142.82,142.82,2024-12-21,Chennai
7484,Zoya Sahni,Curd Rice,2,351.24,702.48,2025-08-11,Mysuru
7485,Riya Rajagopalan,Idli,2,201.22,402.44,2025-06-27,Vijayawada
7486,Zara Golla,Sambar Rice,1,228.41,228.41,2025-01-03,Vijayawada
7487,Hridaan Badal,Idli,1,422.64,422.64,2025-04-03,Bengaluru
7488,Nayantara Dar,Upma,1,96.22,96.22,2024-08-24,Bengaluru
7489,Urvi Din,Medu Vada,1,326.31,326.31,2025-04-22,Thiruvananthapuram
7490,Tiya Sachar,Pongal,2,172.99,345.98,2024-08-13,Thiruvananthapuram
7491,Tiya Deol,Medu Vada,3,226.0,678.0,2024-10-19,Coimbatore
7492,Abram Gandhi,Bisibele Bath,2,272.01,544.02,2025-03-17,Vijayawada
7493,Damini Ravi,Pesarattu,3,444.73,1334.19,2025-04-06,Hyderabad
7494,Vanya Guha,Bisibele Bath,5,495.03,2475.15,2025-03-23,Thiruvananthapuram
7495,Taimur Loyal,Rasam Rice,5,159.48,797.4,2025-01-30,Vijayawada
7496,Prisha Sant,Vada,3,415.32,1245.96,2024-09-02,Chennai
7497,Nayantara Ray,Idli,4,391.68,1566.72,2024-10-29,Thiruvananthapuram
7498,Oorja Srivastava,Rasam Rice,1,215.51,215.51,2025-08-05,Thiruvananthapuram
7499,Prerak Salvi,Medu Vada,3,55.17,165.51,2024-09-13,Vijayawada
7500,Misha Chandran,Neer Dosa,2,379.67,759.34,2025-07-14,Vijayawada
7501,Shray Bhalla,Dosa,5,72.69,363.45,2025-06-30,Coimbatore
7502,Vanya Walia,Vada,4,55.65,222.6,2025-01-13,Trichy
7503,Mehul Anand,Dosa,4,480.15,1920.6,2025-08-12,Mysuru
7504,Aarna Lad,Medu Vada,1,325.51,325.51,2025-07-15,Coimbatore
7505,Nirvi Deo,Vada,5,324.78,1623.9,2025-03-14,Thiruvananthapuram
7506,Hunar Deep,Pongal,1,494.66,494.66,2024-10-27,Thiruvananthapuram
7507,Kismat Chawla,Vada,3,281.31,843.93,2025-07-25,Hyderabad
7508,Divij Gokhale,Pongal,5,253.92,1269.6,2025-04-05,Trichy
7509,Devansh Buch,Dosa,3,108.57,325.71,2025-04-16,Coimbatore
7510,Lakshit Virk,Neer Dosa,2,383.66,767.32,2025-06-03,Coimbatore
7511,Saksham Sethi,Vada,4,215.12,860.48,2025-04-11,Bengaluru
7512,Riaan Sandal,Medu Vada,2,270.29,540.58,2024-12-14,Hyderabad
7513,Damini Madan,Neer Dosa,2,121.33,242.66,2025-04-14,Coimbatore
7514,Emir Kumar,Pongal,5,291.61,1458.05,2025-07-04,Coimbatore
7515,Jayesh Barman,Idli,4,126.6,506.4,2025-04-28,Chennai
7516,Mahika Sachar,Curd Rice,4,243.95,975.8,2025-02-12,Bengaluru
7517,Trisha Gara,Medu Vada,4,364.17,1456.68,2025-01-29,Coimbatore
7518,Shray Tank,Sambar Rice,2,224.91,449.82,2025-04-17,Coimbatore
7519,Tara Dixit,Rasam Rice,3,498.7,1496.1,2024-09-27,Trichy
7520,Raunak Wali,Curd Rice,2,99.56,199.12,2024-11-18,Trichy
7521,Dishani Joshi,Sambar Rice,1,483.22,483.22,2025-03-04,Hyderabad
7522,Adah Krish,Medu Vada,4,278.31,1113.24,2025-07-29,Thiruvananthapuram
7523,Shaan Dayal,Rasam Rice,4,473.74,1894.96,2024-12-09,Vijayawada
7524,Ojas Dugar,Pongal,2,354.03,708.06,2025-05-02,Coimbatore
7525,Urvi Mani,Dosa,4,317.28,1269.12,2025-07-01,Coimbatore
7526,Badal Bhavsar,Bisibele Bath,2,395.08,790.16,2025-01-08,Chennai
7527,Ishita Devi,Curd Rice,5,152.34,761.7,2025-05-04,Trichy
7528,Anaya Desai,Idli,2,92.4,184.8,2025-07-30,Coimbatore
7529,Nishith Brahmbhatt,Idli,5,398.71,1993.55,2024-08-18,Bengaluru
7530,Indranil Samra,Upma,2,292.42,584.84,2025-01-10,Mysuru
7531,Miraan Bhatt,Sambar Rice,2,360.41,720.82,2024-11-27,Hyderabad
7532,Anay Sani,Medu Vada,4,60.74,242.96,2024-12-05,Thiruvananthapuram
7533,Abram Saha,Curd Rice,4,366.82,1467.28,2024-08-13,Coimbatore
7534,Saanvi Chokshi,Medu Vada,1,408.11,408.11,2025-05-04,Coimbatore
7535,Saanvi Sheth,Idli,4,127.13,508.52,2024-12-24,Mysuru
7536,Mishti Tella,Sambar Rice,5,189.34,946.7,2024-10-01,Coimbatore
7537,Taimur Sura,Rasam Rice,2,114.25,228.5,2025-05-13,Hyderabad
7538,Kartik Acharya,Sambar Rice,2,83.55,167.1,2025-05-25,Coimbatore
7539,Ira Dhawan,Uttapam,1,82.2,82.2,2025-02-09,Chennai
7540,Bhamini Kadakia,Curd Rice,3,455.75,1367.25,2024-10-29,Vijayawada
7541,Neelofar Majumdar,Upma,3,389.89,1169.67,2025-05-23,Chennai
7542,Umang Vaidya,Uttapam,3,162.83,488.49,2025-05-04,Coimbatore
7543,Prisha Bandi,Uttapam,4,207.53,830.12,2024-10-31,Coimbatore
7544,Anaya Tella,Upma,5,387.17,1935.85,2025-04-18,Trichy
7545,Dhruv Ramesh,Rava Dosa,2,68.03,136.06,2024-12-11,Thiruvananthapuram
7546,Jayan Sethi,Bisibele Bath,1,477.8,477.8,2025-03-03,Vijayawada
7547,Ivana Bava,Rava Dosa,2,91.72,183.44,2024-12-22,Coimbatore
7548,Siya Keer,Pongal,4,87.47,349.88,2025-04-06,Thiruvananthapuram
7549,Adira Borah,Vada,5,245.9,1229.5,2024-10-30,Bengaluru
7550,Piya Dora,Idli,1,296.28,296.28,2025-06-27,Bengaluru
7551,Rati Karpe,Bisibele Bath,3,260.5,781.5,2024-12-10,Mysuru
7552,Kashvi Datta,Upma,3,73.64,220.92,2025-01-26,Thiruvananthapuram
7553,Kabir Andra,Upma,5,219.93,1099.65,2025-02-07,Vijayawada
7554,Ehsaan Wadhwa,Sambar Rice,2,69.81,139.62,2024-11-26,Coimbatore
7555,Renee Zacharia,Sambar Rice,2,350.96,701.92,2025-04-30,Coimbatore
7556,Baiju Basu,Rava Dosa,5,142.96,714.8,2025-03-14,Chennai
